ID	PROVINCIA	COMUNE	LOCALITA	CAMERE	SUITE	LETTI	BAGNI	PRIMA_COLAZIONE	IN_ABITATO	SUL_LAGO	VICINO_ELIPORTO	VICINO_AEREOPORTO	ZONA_CENTRALE	VICINO_IMP_RISALITA	ZONA_PERIFERICA	ZONA_STAZIONE_FS	ATTREZZATURE_VARIE	CARTE_ACCETTATE	LINGUE_PARLATE	SPORT	CONGRESSI	LATITUDINE	LONGITUDINE	OUTPUT
4343	PV	VOGHERA		31	0	56	31	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Ascensore,Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Parcheggio custodito,Custodia valori in cassaforte,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento,Estintori	Visa,Master Card,Maestro,Bancomat,CartaSi	Inglese,Francese			8.98152612	44.98267148	1_a_3_Stelle
4344	MI	MILANO		8	0	8	4	0														9.21510585	45.4931003	Case_Appartamenti
4345	BG	BERGAMO		5	0	10	5	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici					9.67311708	45.68459512	Case_Appartamenti
4346	BS	VIONE		11	0	12	10	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.46418509	46.2564798	Case_Appartamenti
4347	BS	DESENZANO DEL GARDA		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.52745502	45.46708352	Case_Appartamenti
4348	BS	SAN FELICE DEL BENACO		3	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.56461827	45.58547927	B&B
4349	VA	ANGERA		2	0	7	2	0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici,Parco o giardino,Posto auto		Inglese			8.59661718	45.76486716	B&B
4350	BS	SONICO	SAN LORENZO	15	0	54	23	0														10.35286	46.165499	Case_Appartamenti
4351	SO	LIVIGNO		4	0	14	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.12708565	46.52987028	Case_Appartamenti
4352	BG	BOSSICO		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.04465207	45.82807196	Case_Appartamenti
4353	BG	PALAZZAGO	SAN SOSIMO	1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Parco o giardino,Posto auto					9.5539042	45.72847878	B&B
4354	BG	PREDORE		2	0	5	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.01987121	45.67945204	Case_Appartamenti
4355	BS	MONIGA DEL GARDA		3	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.54948157	45.53032175	Case_Appartamenti
4356	BS	ISEO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.02277841	45.65284518	Case_Appartamenti
4357	SO	NOVATE MEZZOLA		3	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.45299686	46.22252962	B&B
4358	BS	ISEO		204	0	612	39	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Custodia valori in cassaforte,Discoteca,Rimessaggio caravan,Spaccio alimentari,Parcheggio non custodito,Area attrezzata gioco bimbi		Inglese,Francese	Piscina scoperta,Campo attrezzato per pallavolo, beach volley, pallacanestro, calcetto,Campo da bocce,Tennis da tavolo		9.98688562	45.66492167	Campeggio
4359	BS	LIMONE SUL GARDA		38	0	70	38	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Bar,Sala televisione separata,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Trasporto clienti stazione,Pulizia calzature,Custodia valori in cassaforte,Aria condizionata centralizzata,Parcheggio non custodito,Access. diversamente abili parziale		Inglese,Tedesco			10.79365965	45.81410627	1_a_3_Stelle
4360	MI	CINISELLO BALSAMO		2	0	3	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Cucina di uso comune,Frigorifero,Parco o giardino					9.22681515	45.5591529	Case_Appartamenti
4361	LC	MANDELLO DEL LARIO		10	0	18	10	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Ristorante,Bar,Parcheggio custodito,Autorimessa,Custodia valori in cassaforte,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento,WI-FI in aree comuni,Televisione satellitare,Pizzeria	American express,Visa,Diners,Bancomat,JCB	Inglese,Francese,Tedesco			9.3210594	45.91534265	1_a_3_Stelle
4362	PV	ZAVATTARELLO		7	0	12	4	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Ristorante,Bar,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Estintori		Inglese,Francese			9.26586733	44.88992206	1_a_3_Stelle
4363	CO	COMO		8	0	15	8	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Sala lettura separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a vetture private,Custodia valori in cassaforte,Access. diversamente abili totale	Tutte	Inglese,Francese			9.10259655	45.77522634	1_a_3_Stelle
4364	BG	CASTIONE DELLA PRESOLANA		52	0	154	57	0														10.0910766	45.93029349	Case_Appartamenti
4365	BS	RODENGO-SAIANO		3	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.10093022	45.60277025	Case_Appartamenti
4366	CO	BARNI		2	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese			9.26458648	45.90912785	B&B
4367	BS	TIGNALE		5	0	12	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.71385274	45.73876006	Case_Appartamenti
4368	MI	MILANO		64	0	126	69	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili totale,Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata centralizzata,Ascensore,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Estintori,Lavaggio e stiratura biancheria,Parcheggio custodito,Parcheggio non custodito,Parco o giardino,Riscaldamento,Ristorante,Sala lettura separata,Sala televisione separata,Sauna privata,Servizio congressi,SKY,Televisione satellitare,Trasporto clienti stazione,WI-FI in aree comuni	American express,Visa,Master Card,Bank Americard,Maestro,Bancomat,Eurocard,CartaSi,AmexCo,Carta Moneta,Visa Electron	Inglese,Francese,Spagnolo,Arabo,Rumeno	Fitness/centro salute		9.22673115	45.43494109	4_a_5_Stelle
4369	CO	ALBAVILLA		1	0	3	1	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Parco o giardino		Inglese			9.18949383	45.79824329	B&B
4370	BG	BERGAMO		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici					9.67798101	45.70373887	Case_Appartamenti
4371	MN	CURTATONE	EREMO	3	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Aria condizionata,Autorimessa,Biciclette per ospiti,Parco o giardino		Inglese,Spagnolo			10.73845897	45.13619402	B&B
4372	MI	MILANO		22	0	44	22	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		Visa,Master Card,Maestro				9.17540143	45.49526396	Case_Appartamenti
4373	MI	MILANO		6	0	12	8	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Ascensore,Frigorifero,Parcheggio privato		Inglese,Francese,Tedesco			9.20427253	45.48795084	Case_Appartamenti
4374	SO	BORMIO		18	18	38	18	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Bar,Sala lettura separata,Sala televisione separata,Accesso a mezzi pubblici,Parcheggio custodito,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Access. diversamente abili parziale	Visa,Master Card,Eurocard	Inglese			10.3752371	46.46669549	1_a_3_Stelle
4375	CR	CREMONA		3	0	8	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.01125113	45.13156742	Case_Appartamenti
4376	MI	MILANO		2	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Ascensore,Frigorifero		Inglese			9.1945	45.4650908	Case_Appartamenti
4377	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.17499843	45.45493142	Case_Appartamenti
4378	MI	MILANO		40	0	115	38	0											Inglese			9.14568845	45.45958749	Case_Appartamenti
4379	BG	GHISALBA		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Aria condizionata,Parco o giardino					9.74865374	45.59542678	B&B
4380	PV	GARLASCO		18	0	29	18	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Aria condizionata non centralizzata,Riscaldamento,Estintori,Televisione satellitare,Sala accoglienza	Visa,Master Card,Bancomat,Eurocard	Inglese,Francese,Tedesco			8.91882161	45.19666971	1_a_3_Stelle
4381	BS	DESENZANO DEL GARDA		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.5389467	45.4694851	Case_Appartamenti
4382	VA	MALNATE		100	0	318	34	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Sala televisione separata,Accettazione animali domestici,Parcheggio custodito,Lavaggio e stiratura biancheria,Access. diversamente abili totale,Rimessaggio caravan,Rifornimento benzina immediate vicinanze,Self service o Tavola calda,Spaccio alimentari,Parcheggio non custodito,Rifornimento gas liquido,Telefono per uso comune,Piazzole prevalentemente a prato,Area attrezzata gioco bimbi,Locale di ritrovo,Lavapiedi,Camper service	Visa,Master Card,Maestro,CartaSi	Inglese,Francese,Spagnolo,Tedesco,Olandese,Portoghese	Campo da pallavolo,Campo da calcetto,Piscina scoperta,Campo attrezzato per pallavolo, beach volley, pallacanestro, calcetto,Campo da bocce,Campo da tennis,Attivit� sportive varie,Tennis da tavolo		8.87649985	45.79497409	Campeggio
4383	BS	POLPENAZZE DEL GARDA		1	0	5	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.51334795	45.54954901	B&B
4384	BG	SAN PAOLO D'ARGON		38	0	76	38	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Aria condizionata centralizzata,Access. diversamente abili totale	American express,Visa,Master Card,CartaSi	Inglese,Francese,Spagnolo,Tedesco		Numero sale congressi 1,Congressi capacita' Min 10,Congressi capacita' Max 100	9.79629246	45.68608124	4_a_5_Stelle
4385	BS	DARFO BOARIO TERME		10	0	18	10	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.18389205	45.89230798	1_a_3_Stelle
4386	BS	DESENZANO DEL GARDA		3	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.56918778	45.45920471	Case_Appartamenti
4387	MI	MILANO		2	0	8	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		Visa,Master Card				9.17428042	45.44516667	Case_Appartamenti
4388	MI	GORGONZOLA		2	0	3	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Cucina di uso comune,Frigorifero,Lavaggio e stiratura biancheria,Sala lettura separata		Inglese,Francese			9.4056034	45.53087026	Case_Appartamenti
4389	BS	PADENGHE SUL GARDA		2	0	4	2	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0						10.500372	45.50437365	B&B
4390	BS	SIRMIONE	COLOMBARE	40	0	104	40	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante					10.6104372	45.46768944	1_a_3_Stelle
4391	MI	COLOGNO MONZESE		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			Inglese,Francese,Spagnolo			9.27446594	45.53040471	B&B
4392	VA	BREBBIA	Ronch��	4	0	12	4	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata,Parco o giardino,Posto auto		Francese,Spagnolo			8.65901436	45.83828507	B&B
4393	BG	RANZANICO		9	0	16	9	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Giochi per bambini,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Spiaggia privata	Tutte	Inglese			9.95865573	45.79192693	1_a_3_Stelle
4394	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili totale,Accettazione animali domestici					9.16525387	45.45985939	Case_Appartamenti
4395	SO	LIVIGNO		15	0	30	15	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bar,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Custodia valori in cassette sicurezza	Tutte	Inglese,Tedesco			10.12708565	46.52987028	1_a_3_Stelle
4396	BG	ROMANO DI LOMBARDIA		16	0	32	16	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		Visa,Master Card,Maestro,Bancomat	Inglese,Francese,Spagnolo,Tedesco			9.74441891	45.52239037	1_a_3_Stelle
4397	BG	ENDINE GAIANO		3	0	5	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Autorimessa,Parco o giardino					9.97414178	45.79046762	B&B
4398	BS	SALO'		3	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.50850862	45.60534686	Case_Appartamenti
4399	BS	TIGNALE		4	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.71780427	45.73271248	Case_Appartamenti
4400	MI	SESTO SAN GIOVANNI		84	6	180	84	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Bar,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Estintori,Servizio in camera,Area fumatori,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare,SKY	American express,Visa,Master Card,Diners,Maestro,Bancomat,Eurocard,CartaSi,JCB,Carta Moneta,EDC	Inglese,Francese,Spagnolo,Tedesco,Olandese		Numero sale congressi 6,Congressi capacita' Min 1,Congressi capacita' Max 700	9.25638999	45.54940492	4_a_5_Stelle
4401	CO	TREMEZZINA	AZZANO	7	0	13	7	0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	Ristorante,Bar,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Custodia valori in cassaforte,Riscaldamento,Parcheggio non custodito,Televisione satellitare	Tutte	Inglese,Francese			9.1914909243	45.9835245	1_a_3_Stelle
4402	BG	TAVERNOLA BERGAMASCA		6	0	12	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.05072987	45.69947785	Case_Appartamenti
4403	MI	MILANO		1	0	3	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Accettazione animali domestici,Cucina di uso comune,Frigorifero		Inglese,Francese			9.17598075	45.442579	Case_Appartamenti
4404	BG	BERGAMO		3	0	7	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore					9.67483238	45.69587954	Case_Appartamenti
4405	BS	DESENZANO DEL GARDA		70	0	132	54	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0						10.57744829	45.45979955	4_a_5_Stelle
4406	MN	SOLFERINO		3	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			Russo			10.56703473	45.36816861	B&B
4407	BG	SARNICO		2	0	6	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici,Aria condizionata,Autorimessa					9.9594576	45.66737051	B&B
4408	MB	USMATE VELATE		50	0	82	50	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a vetture private,Parcheggio custodito,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento,Estintori,Servizio in camera,Area fumatori,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare,SKY,Sala accoglienza	American express,Visa,Master Card,Diners,Bank Americard,Maestro,Bancomat,Eurocard,CartaSi,Carta Moneta,Visa Electron	Inglese,Francese,Spagnolo,Tedesco,Portoghese			9.36549143	45.63888378	1_a_3_Stelle
4409	LC	OSNAGO		3	0	6	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Biciclette per ospiti,Posto auto,Sala televisione separata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Spagnolo			9.39468108	45.67609888	B&B
4410	SO	LIVIGNO		9	0	24	9	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.12708565	46.52987028	Case_Appartamenti
4411	VA	VARESE		3	0	9	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Access. diversamente abili parziale,Accettazione animali domestici,Autorimessa,Cucina di uso comune,Somministrazione alimenti,Somministrazione bevande		Inglese,Francese,Portoghese			8.84956172	45.78949935	Case_Appartamenti
4412	LC	OLIVETO LARIO		9	0	18	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		American express,Visa,Master Card,Diners,Bank Americard,Tutte,Maestro,Bancomat,CartaSi,Carta Moneta,Key Client				9.2974485	45.90792986	Case_Appartamenti
4413	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.22064839	45.45143845	Case_Appartamenti
4414	BS	MONIGA DEL GARDA		3	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Access. diversamente abili parziale,Parco o giardino,Posto auto		Inglese,Francese,Tedesco,Olandese			10.54128076	45.53406036	B&B
4415	BS	MONTICHIARI		3	0	4	3	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.38940528	45.40490257	1_a_3_Stelle
4416	MI	VANZAGO		2	0	4	2	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	Accettazione animali domestici,Aria condizionata,Parco o giardino	Tutte	Inglese			8.99192808	45.52534079	B&B
4417	BS	SALO'		3	0	7	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.51940077	45.60295853	Case_Appartamenti
4418	BG	BERGAMO	CITTA' ALTA	1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.66139893	45.70326975	Case_Appartamenti
4419	MI	MILANO		1	0	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		Visa,Master Card				9.15915184	45.48624217	Case_Appartamenti
4420	MI	RHO		135	0	270	147	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Ristorante,Ristorante vegetariano,Bar,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Sauna privata,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Internet point,Estintori,Servizio in camera,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare,SKY,Fitness/centro salute,Bagno turco	Visa,Master Card,Diners,Maestro,Bancomat,CartaSi,AmexCo,Visa Electron	Inglese,Francese,Spagnolo,Tedesco	Fitness/centro salute	Numero sale congressi 3,Congressi capacita' Min 2,Congressi capacita' Max 70	9.03765359	45.52485358	4_a_5_Stelle
4421	BG	BERGAMO		1	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						9.67641466	45.6986546	Case_Appartamenti
4422	BS	GUSSAGO		2	0	4	1	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Parco o giardino,Posto auto		Francese,Spagnolo			10.16288595	45.59043971	B&B
4423	MI	MILANO		5	0	12	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore		Inglese,Francese			9.18355262	45.49045239	Case_Appartamenti
4424	SO	VAL MASINO	San Martino	24	0	46	16	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Trasporto clienti stazione,Custodia valori in cassette sicurezza	Tutte	Francese			9.6261214	46.24005182	1_a_3_Stelle
4425	LC	BALLABIO		2	0	4	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Sala televisione separata,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana		Inglese,Francese,Spagnolo			9.4259706	45.89940895	B&B
4426	MI	MILANO		9	3	18	9	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ascensore,Bar,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a vetture private,Autorimessa,Trasporto clienti stazione,Custodia valori in cassaforte,Riscaldamento,Parcheggio non custodito,Solarium,Estintori,Servizio in camera,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare,Fitness/centro salute,Biciclette per ospiti	American express,Master Card,Maestro,Bancomat,AmexCo,Carta Moneta,BAC,Visa Electron	Inglese,Francese,Spagnolo,Russo,Rumeno	Fitness/centro salute		9.24021572	45.41591792	1_a_3_Stelle
4427	MB	SEVESO		17	0	23	17	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bar,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Riscaldamento,Parcheggio non custodito,Internet point,Estintori,WI-FI in aree comuni,Access. diversamente abili parziale,Sala accoglienza,Biciclette per ospiti	American express,Visa,Master Card,Diners,Citibank,Bank Americard,Tutte,Maestro,Bancomat,Eurocard,CartaSi,JTB,JBC,JCB,AmexCo,Carta Moneta,Masterchange,BAC,Key Client,JCV,EDC,Carte Blanche,Top Card,MobilMat,Visa Electron	Inglese,Francese			9.13665288	45.64201354	1_a_3_Stelle
4428	CO	DOMASO		4	0	10	4	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accesso a mezzi pubblici,Accettazione animali domestici,Parco o giardino,Sala lettura separata,Somministrazione bevande,Somministrazione alcolici		Inglese,Francese,Tedesco			9.33256365	46.15115448	Case_Appartamenti
4429	BS	MONTICHIARI		3	0	6	3	0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	Parco o giardino,Posto auto					10.36525111	45.39457845	B&B
4430	BG	BERGAMO		2	0	10	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Accettazione animali domestici					9.67013354	45.69369062	Case_Appartamenti
4431	BS	DESENZANO DEL GARDA		2	0	6	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0						10.56523999	45.45334081	Case_Appartamenti
4432	SO	VAL MASINO	San Martino	16	0	32	16	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Ristorante,Bar,Accettazione animali domestici,Accettazione gruppi	Tutte	Francese,Tedesco			9.62899488	46.24064545	1_a_3_Stelle
4433	CR	CREMA		33	1	66	33	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	Ascensore,Ristorante,Ristorante vegetariano,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Parcheggio custodito,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Servizi baby sitting,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Animazione professionale,Estintori,Servizio in camera,Roof garden,Area fumatori,WI-FI in aree comuni,Access. diversamente abili parziale,Televisione satellitare,Sala accoglienza,Biciclette per ospiti	American express,Visa,Master Card,Diners,Citibank,Tutte,Maestro,Bancomat,CartaSi,AmexCo,Carta Moneta,Key Client,JCV,Top Card,Visa Electron	Inglese,Francese,Spagnolo,Tedesco,Portoghese		Numero sale congressi 2,Congressi capacita' Min 15,Congressi capacita' Max 150	9.69595879	45.3636409	4_a_5_Stelle
